gene_stable_id	transcript_stable_id	protein_stable_id	xref	xref_pos	db_name	transcript_stable_version	xref_version
ENSG00000065534	ENST00000686406	ENSP00000509044	Q15746-6	1464-1719	Uniprot/SWISSPROT	ENST00000686406.1	Q15746.225
ENSG00000065534	ENST00000686761	ENSP00000508758	Q15746-1	1464-1719	Uniprot/SWISSPROT	ENST00000686761.1	Q15746.225
ENSG00000065534	ENST00000687848	ENSP00000508761	A0A8I5KU53	1474-1729	Uniprot/SPTREMBL	ENST00000687848.1	A0A8I5KU53.2
ENSG00000065534	ENST00000688024	ENSP00000509803	Q15746-11	1464-1719	Uniprot/SWISSPROT	ENST00000688024.1	Q15746.225
ENSG00000065534	ENST00000688223	ENSP00000508935	A0A8I5KUB2	456-729	Uniprot/SPTREMBL	ENST00000688223.1	A0A8I5KUB2.2
ENSG00000065534	ENST00000690457	ENSP00000508777	A0A8I5QKL9	1210-1465	Uniprot/SPTREMBL	ENST00000690457.1	A0A8I5QKL9.2
ENSG00000065534	ENST00000692352	ENSP00000510737	A0A8I5QJW9	644-720	Uniprot/SPTREMBL	ENST00000692352.1	A0A8I5QJW9.2
ENSG00000065534	ENST00000693689	ENSP00000510503	Q15746-2	1464-1719	Uniprot/SWISSPROT	ENST00000693689.1	Q15746.225
ENSG00000065559	ENST00000353533	ENSP00000262445	P45985-1	102-367	Uniprot/SWISSPROT	ENST00000353533.10	P45985.212
ENSG00000065559	ENST00000415385	ENSP00000410402	P45985-2	102-367	Uniprot/SWISSPROT	ENST00000415385.7	P45985.212
ENSG00000065613	ENST00000335753	ENSP00000336824	Q9H2G2-2	34-292	Uniprot/SWISSPROT	ENST00000335753.8	Q9H2G2.189
ENSG00000065613	ENST00000369755	ENSP00000358770	Q9H2G2-1	34-292	Uniprot/SWISSPROT	ENST00000369755.4	Q9H2G2.189
ENSG00000065675	ENST00000263125	ENSP00000263125	Q04759-1	380-634	Uniprot/SWISSPROT	ENST00000263125.10	Q04759.230
ENSG00000065675	ENST00000539722	ENSP00000441752	Q04759-3	380-634	Uniprot/SWISSPROT	ENST00000539722.5	Q04759.230
ENSG00000065883	ENST00000181839	ENSP00000181839	Q14004-1	705-998	Uniprot/SWISSPROT	ENST00000181839.10	Q14004.208
ENSG00000065883	ENST00000340829	ENSP00000340557	Q14004-2	705-998	Uniprot/SWISSPROT	ENST00000340829.10	Q14004.208
ENSG00000065883	ENST00000484589	ENSP00000494206	A0A2R8YD28	223-456	Uniprot/SPTREMBL	ENST00000484589.2	A0A2R8YD28.19
ENSG00000065883	ENST00000642592	ENSP00000494207	A0A2R8YEB7	1-143	Uniprot/SPTREMBL	ENST00000642592.1	A0A2R8YEB7.18
ENSG00000065883	ENST00000643859	ENSP00000496440	A0A2R8Y7W5	336-629	Uniprot/SPTREMBL	ENST00000643859.1	A0A2R8Y7W5.20
ENSG00000065883	ENST00000643915	ENSP00000496187	A0A2R8YF61	143-461	Uniprot/SPTREMBL	ENST00000643915.1	A0A2R8YF61.20
ENSG00000065883	ENST00000645470	ENSP00000495036	A0A2R8Y644	15-239	Uniprot/SPTREMBL	ENST00000645470.1	A0A2R8Y644.18
ENSG00000065883	ENST00000646039	ENSP00000494168	A0A2R8Y4Z0	485-778	Uniprot/SPTREMBL	ENST00000646039.1	A0A2R8Y4Z0.20
ENSG00000066056	ENST00000372476	ENSP00000361554	P35590-1	839-1118	Uniprot/SWISSPROT	ENST00000372476.8	P35590.208
ENSG00000066468	ENST00000336553	ENSP00000337665	H7BXU9	390-669	Uniprot/SPTREMBL	ENST00000336553.10	H7BXU9.74
ENSG00000066468	ENST00000346997	ENSP00000263451	P21802-5	481-770	Uniprot/SWISSPROT	ENST00000346997.6	P21802.264
ENSG00000066468	ENST00000351936	ENSP00000309878	P21802-5	481-770	Uniprot/SWISSPROT	ENST00000351936.11	P21802.264
ENSG00000066468	ENST00000356226	ENSP00000348559	P21802-20	481-770	Uniprot/SWISSPROT	ENST00000356226.8	P21802.264
ENSG00000066468	ENST00000358487	ENSP00000351276	P21802-1	481-770	Uniprot/SWISSPROT	ENST00000358487.10	P21802.264
ENSG00000066468	ENST00000360144	ENSP00000353262	P21802	481-770	Uniprot/SPTREMBL	ENST00000360144.7	P21802.264
ENSG00000066468	ENST00000369058	ENSP00000358054	A0A5S6RJB7	482-762	Uniprot/SPTREMBL	ENST00000369058.7	A0A5S6RJB7.12
ENSG00000066468	ENST00000369059	ENSP00000358055	E7EVR7	367-656	Uniprot/SPTREMBL	ENST00000369059.5	E7EVR7.87
ENSG00000066468	ENST00000369060	ENSP00000358056	P21802-15	481-770	Uniprot/SWISSPROT	ENST00000369060.8	P21802.264
ENSG00000066468	ENST00000369061	ENSP00000358057	P21802-23	481-770	Uniprot/SWISSPROT	ENST00000369061.8	P21802.264
ENSG00000066468	ENST00000429361	ENSP00000404219	H7C265	73-367	Uniprot/SPTREMBL	ENST00000429361.5	H7C265.65
ENSG00000066468	ENST00000457416	ENSP00000410294	P21802-3	481-770	Uniprot/SWISSPROT	ENST00000457416.7	P21802.264
ENSG00000066468	ENST00000478859	ENSP00000474011	S4R381	253-542	Uniprot/SPTREMBL	ENST00000478859.5	S4R381.70
ENSG00000066468	ENST00000613048	ENSP00000484154	D2CGD1	392-681	Uniprot/SPTREMBL	ENST00000613048.4	D2CGD1.102
ENSG00000066468	ENST00000638709	ENSP00000491912	A0A1W2PQT9	89-378	Uniprot/SPTREMBL	ENST00000638709.2	A0A1W2PQT9.24
ENSG00000066468	ENST00000682550	ENSP00000507633	P21802-20	481-770	Uniprot/SWISSPROT	ENST00000682550.1	P21802.264
ENSG00000066468	ENST00000682772	ENSP00000506848	A0A1W2PQT9	89-378	Uniprot/SPTREMBL	ENST00000682772.1	A0A1W2PQT9.24
ENSG00000066468	ENST00000683211	ENSP00000508257	P21802-5	481-770	Uniprot/SWISSPROT	ENST00000683211.1	P21802.264
ENSG00000066468	ENST00000684153	ENSP00000506937	A0A804HI76	364-653	Uniprot/SPTREMBL	ENST00000684153.1	A0A804HI76.4
ENSG00000067606	ENST00000378567	ENSP00000367830	Q05513-1	252-518	Uniprot/SWISSPROT	ENST00000378567.8	Q05513.236
ENSG00000067606	ENST00000400921	ENSP00000383712	Q05513-2	252-518	Uniprot/SWISSPROT	ENST00000400921.6	Q05513.236
ENSG00000067606	ENST00000461106	ENSP00000426412	Q05513-3	252-518	Uniprot/SWISSPROT	ENST00000461106.6	Q05513.236
ENSG00000067606	ENST00000470596	ENSP00000424228	D6RBD4	69-98	Uniprot/SPTREMBL	ENST00000470596.5	D6RBD4.72
ENSG00000067606	ENST00000470986	ENSP00000421219	D6RGG1	69-109	Uniprot/SPTREMBL	ENST00000470986.5	D6RGG1.75
ENSG00000067606	ENST00000478770	ENSP00000424398	E9PBE1	65-331	Uniprot/SPTREMBL	ENST00000478770.6	E9PBE1.69
ENSG00000067606	ENST00000486681	ENSP00000424763	D6RAU1	65-136	Uniprot/SPTREMBL	ENST00000486681.5	D6RAU1.75
ENSG00000067606	ENST00000497183	ENSP00000422764	F2Z2H9	65-105	Uniprot/SPTREMBL	ENST00000497183.5	F2Z2H9.70
ENSG00000067900	ENST00000399799	ENSP00000382697	Q13464	76-338	Uniprot/SWISSPROT	ENST00000399799.3	Q13464.220
ENSG00000067900	ENST00000635540	ENSP00000489185	A0A0U1RQV4	76-338	Uniprot/SPTREMBL	ENST00000635540.1	A0A0U1RQV4.33
ENSG00000068078	ENST00000340107	ENSP00000339824	P22607-2	472-761	Uniprot/SWISSPROT	ENST00000340107.9	P22607.254
ENSG00000068078	ENST00000352904	ENSP00000231803	P22607-3	472-761	Uniprot/SWISSPROT	ENST00000352904.6	P22607.254
ENSG00000068078	ENST00000412135	ENSP00000412903	A0A7I2RW32	468-757	Uniprot/SPTREMBL	ENST00000412135.7	A0A7I2RW32.6
ENSG00000068078	ENST00000440486	ENSP00000414914	P22607-1	472-761	Uniprot/SWISSPROT	ENST00000440486.8	P22607.254
ENSG00000068078	ENST00000481110	ENSP00000420533	F8W9L4	473-792	Uniprot/SPTREMBL	ENST00000481110.7	F8W9L4.79
ENSG00000069020	ENST00000261569	ENSP00000261569	O15021-2	570-843	Uniprot/SWISSPROT	ENST00000261569.11	O15021.174
ENSG00000069020	ENST00000403625	ENSP00000385727	O15021-5	570-843	Uniprot/SWISSPROT	ENST00000403625.7	O15021.174
ENSG00000069020	ENST00000403666	ENSP00000384313	O15021-3	570-843	Uniprot/SWISSPROT	ENST00000403666.5	O15021.174
ENSG00000069020	ENST00000405643	ENSP00000384099	O15021-6	570-843	Uniprot/SWISSPROT	ENST00000405643.5	O15021.174
ENSG00000069956	ENST00000261845	ENSP00000261845	Q16659	20-316	Uniprot/SWISSPROT	ENST00000261845.7	Q16659.196
ENSG00000069956	ENST00000680066	ENSP00000505862	Q16659	20-316	Uniprot/SWISSPROT	ENST00000680066.1	Q16659.196
ENSG00000069956	ENST00000680652	ENSP00000506184	Q16659	20-316	Uniprot/SWISSPROT	ENST00000680652.1	Q16659.196
ENSG00000069956	ENST00000680777	ENSP00000505601	Q16659	20-316	Uniprot/SWISSPROT	ENST00000680777.1	Q16659.196
ENSG00000069956	ENST00000681888	ENSP00000506036	Q16659	20-316	Uniprot/SWISSPROT	ENST00000681888.1	Q16659.196
ENSG00000069956	ENST00000691380	ENSP00000509662	Q16659	20-316	Uniprot/SWISSPROT	ENST00000691380.1	Q16659.196
ENSG00000070019	ENST00000261170	ENSP00000261170	P25092	489-749	Uniprot/SWISSPROT	ENST00000261170.5	P25092.208
ENSG00000070759	ENST00000372086	ENSP00000361158	Q96S53-1	58-313	Uniprot/SWISSPROT	ENST00000372086.4	Q96S53.182
ENSG00000070770	ENST00000262506	ENSP00000262506	P19784	40-325	Uniprot/SWISSPROT	ENST00000262506.8	P19784.221
ENSG00000070770	ENST00000565188	ENSP00000454874	H3BNI9	1-274	Uniprot/SPTREMBL	ENST00000565188.2	H3BNI9.52
ENSG00000070770	ENST00000567730	ENSP00000456606	H3BSA1	1-205	Uniprot/SPTREMBL	ENST00000567730.6	H3BSA1.46
ENSG00000070808	ENST00000348628	ENSP00000261793	Q9UQM7-1	13-271	Uniprot/SWISSPROT	ENST00000348628.11	Q9UQM7.203
ENSG00000070808	ENST00000398376	ENSP00000381412	A0A5K1VW76	13-271	Uniprot/SPTREMBL	ENST00000398376.8	A0A5K1VW76.11
ENSG00000070808	ENST00000510347	ENSP00000426607	D6RFJ0	13-271	Uniprot/SPTREMBL	ENST00000510347.2	D6RFJ0.86
ENSG00000070808	ENST00000671881	ENSP00000500386	Q9UQM7-2	13-271	Uniprot/SWISSPROT	ENST00000671881.1	Q9UQM7.203
ENSG00000070808	ENST00000672089	ENSP00000500700	A0A5F9ZHY2	13-271	Uniprot/SPTREMBL	ENST00000672089.1	A0A5F9ZHY2.9
ENSG00000070808	ENST00000672396	ENSP00000499987	A0A5F9ZH50	13-271	Uniprot/SPTREMBL	ENST00000672396.1	A0A5F9ZH50.12
ENSG00000070808	ENST00000672479	ENSP00000500642	Q9UQM7-1	13-271	Uniprot/SWISSPROT	ENST00000672479.1	Q9UQM7.203
ENSG00000070808	ENST00000672752	ENSP00000499939	A0A5F9ZH21	13-271	Uniprot/SPTREMBL	ENST00000672752.1	A0A5F9ZH21.12
ENSG00000070808	ENST00000672785	ENSP00000500496	A0A5F9ZHM9	13-260	Uniprot/SPTREMBL	ENST00000672785.1	A0A5F9ZHM9.12
ENSG00000070808	ENST00000672829	ENSP00000500613	A0A5F9ZHR5	13-271	Uniprot/SPTREMBL	ENST00000672829.1	A0A5F9ZHR5.12
ENSG00000070808	ENST00000682786	ENSP00000507199	Q9UQM7-2	13-271	Uniprot/SWISSPROT	ENST00000682786.1	Q9UQM7.203
ENSG00000070808	ENST00000683332	ENSP00000507006	A0A804HIC9	13-251	Uniprot/SPTREMBL	ENST00000683332.1	A0A804HIC9.4
ENSG00000070808	ENST00000683506	ENSP00000508302	A0A804HLD1	13-212	Uniprot/SPTREMBL	ENST00000683506.1	A0A804HLD1.4
ENSG00000070886	ENST00000166244	ENSP00000166244	P29322-1	635-896	Uniprot/SWISSPROT	ENST00000166244.8	P29322.219
ENSG00000071054	ENST00000324219	ENSP00000313644	G5E948	25-289	Uniprot/SPTREMBL	ENST00000324219.9	G5E948.81
ENSG00000071054	ENST00000347699	ENSP00000314363	O95819-1	25-289	Uniprot/SWISSPROT	ENST00000347699.8	O95819.210
ENSG00000071054	ENST00000350878	ENSP00000343658	O95819-6	25-289	Uniprot/SWISSPROT	ENST00000350878.9	O95819.210
ENSG00000071054	ENST00000413150	ENSP00000389752	E7ENQ1	25-289	Uniprot/SPTREMBL	ENST00000413150.6	E7ENQ1.77
ENSG00000071054	ENST00000417294	ENSP00000409720	H7C360	1-251	Uniprot/SPTREMBL	ENST00000417294.5	H7C360.71
ENSG00000071054	ENST00000425019	ENSP00000392830	E7EN19	25-289	Uniprot/SPTREMBL	ENST00000425019.6	E7EN19.78
ENSG00000071054	ENST00000427603	ENSP00000403016	E7ETN6	25-102	Uniprot/SPTREMBL	ENST00000427603.5	E7ETN6.71
ENSG00000071054	ENST00000456652	ENSP00000387370	E7EX83	25-321	Uniprot/SPTREMBL	ENST00000456652.5	E7EX83.83
ENSG00000071054	ENST00000625522	ENSP00000486116	O95819-2	25-289	Uniprot/SWISSPROT	ENST00000625522.3	O95819.210
ENSG00000071054	ENST00000634702	ENSP00000489579	O95819-4	25-289	Uniprot/SWISSPROT	ENST00000634702.1	O95819.210
ENSG00000071242	ENST00000265678	ENSP00000265678	Q15349-1	59-318|415-672	Uniprot/SWISSPROT	ENST00000265678.9	Q15349.213
ENSG00000071242	ENST00000405189	ENSP00000386050	B7Z3B5	1-229|326-583	Uniprot/SPTREMBL	ENST00000405189.7	B7Z3B5.111
ENSG00000071242	ENST00000481261	ENSP00000422484	B7Z3B5	1-229|326-583	Uniprot/SPTREMBL	ENST00000481261.6	B7Z3B5.111
ENSG00000071242	ENST00000503859	ENSP00000427015	Q15349-3	59-318|415-672	Uniprot/SWISSPROT	ENST00000503859.5	Q15349.213
ENSG00000071242	ENST00000506565	ENSP00000425148	D6RE03	84-171	Uniprot/SPTREMBL	ENST00000506565.1	D6RE03.77
ENSG00000071242	ENST00000507350	ENSP00000422197	D6R910	1-125	Uniprot/SPTREMBL	ENST00000507350.5	D6R910.79
ENSG00000071242	ENST00000507371	ENSP00000423114	D6RA62	43-141	Uniprot/SPTREMBL	ENST00000507371.5	D6RA62.79
ENSG00000071242	ENST00000510118	ENSP00000422435	F2Z2J1	84-343|440-697	Uniprot/SPTREMBL	ENST00000510118.5	F2Z2J1.88
ENSG00000071242	ENST00000512860	ENSP00000427605	D6RHW7	1-96	Uniprot/SPTREMBL	ENST00000512860.5	D6RHW7.80
ENSG00000071575	ENST00000155926	ENSP00000155926	Q92519	61-308	Uniprot/SWISSPROT	ENST00000155926.9	Q92519.173
ENSG00000071575	ENST00000381465	ENSP00000370874	F8WA18	1-172	Uniprot/SPTREMBL	ENST00000381465.2	F8WA18.79
ENSG00000071575	ENST00000405331	ENSP00000384260	B5MCX4	61-252	Uniprot/SPTREMBL	ENST00000405331.3	B5MCX4.88
ENSG00000071909	ENST00000317935	ENSP00000314650	Q8WXR4-3	27-293	Uniprot/SWISSPROT	ENST00000317935.10	Q8WXR4.172
ENSG00000071909	ENST00000408978	ENSP00000386213	Q8WXR4-1	27-293	Uniprot/SWISSPROT	ENST00000408978.9	Q8WXR4.172
ENSG00000071909	ENST00000409044	ENSP00000386497	Q8WXR4-4	27-293	Uniprot/SWISSPROT	ENST00000409044.7	Q8WXR4.172
ENSG00000071909	ENST00000442690	ENSP00000401160	H7C1M9	27-293	Uniprot/SPTREMBL	ENST00000442690.1	H7C1M9.58
ENSG00000071909	ENST00000484338	ENSP00000446237	F5H2J1	36-302	Uniprot/SPTREMBL	ENST00000484338.6	F5H2J1.74
ENSG00000072062	ENST00000308677	ENSP00000309591	P17612-1	44-298	Uniprot/SWISSPROT	ENST00000308677.9	P17612.241
ENSG00000072062	ENST00000536649	ENSP00000503953	B7Z708	1-230	Uniprot/SPTREMBL	ENST00000536649.5	B7Z708.63
ENSG00000072062	ENST00000587372	ENSP00000468352	K7ERP6	1-251	Uniprot/SPTREMBL	ENST00000587372.5	K7ERP6.68
ENSG00000072062	ENST00000589994	ENSP00000466651	P17612-2	44-298	Uniprot/SWISSPROT	ENST00000589994.6	P17612.241
ENSG00000072062	ENST00000593092	ENSP00000466289	Q15136	27-207	Uniprot/SPTREMBL	ENST00000593092.1	Q15136.142
ENSG00000072062	ENST00000677951	ENSP00000504551	A0A7I2V5J4	1-240	Uniprot/SPTREMBL	ENST00000677951.1	A0A7I2V5J4.6
ENSG00000072062	ENST00000677971	ENSP00000502958	A0A7I2YQ82	1-134	Uniprot/SPTREMBL	ENST00000677971.1	A0A7I2YQ82.5
ENSG00000072133	ENST00000262752	ENSP00000262752	Q9UK32-1	73-330|426-683	Uniprot/SWISSPROT	ENST00000262752.5	Q9UK32.190
ENSG00000072133	ENST00000620340	ENSP00000483896	Q9UK32-2	73-330|426-683	Uniprot/SWISSPROT	ENST00000620340.4	Q9UK32.190
ENSG00000072195	ENST00000312358	ENSP00000311684	Q15772-5	1601-1854|2966-3218	Uniprot/SWISSPROT	ENST00000312358.12	Q15772.193
ENSG00000072518	ENST00000350490	ENSP00000294247	Q7KZI7-15	53-304	Uniprot/SWISSPROT	ENST00000350490.11	Q7KZI7.180
ENSG00000072518	ENST00000361128	ENSP00000355091	Q7KZI7-5	53-304	Uniprot/SWISSPROT	ENST00000361128.9	Q7KZI7.180
ENSG00000072518	ENST00000377810	ENSP00000367041	A0A0A0MRU9	53-304	Uniprot/SPTREMBL	ENST00000377810.8	A0A0A0MRU9.6
ENSG00000072518	ENST00000402010	ENSP00000385751	Q7KZI7-1	53-304	Uniprot/SWISSPROT	ENST00000402010.8	Q7KZI7.180
ENSG00000072518	ENST00000408948	ENSP00000386128	Q7KZI7-13	53-304	Uniprot/SWISSPROT	ENST00000408948.7	Q7KZI7.180
ENSG00000072518	ENST00000425897	ENSP00000415494	E7ETY4	53-304	Uniprot/SPTREMBL	ENST00000425897.3	E7ETY4.93
ENSG00000072518	ENST00000502399	ENSP00000423452	E9PC69	53-304	Uniprot/SPTREMBL	ENST00000502399.7	E9PC69.92
ENSG00000072518	ENST00000508192	ENSP00000425765	Q7KZI7-16	53-304	Uniprot/SWISSPROT	ENST00000508192.5	Q7KZI7.180
ENSG00000072518	ENST00000509502	ENSP00000423974	Q7KZI7-14	53-304	Uniprot/SWISSPROT	ENST00000509502.6	Q7KZI7.180
ENSG00000072518	ENST00000513765	ENSP00000421075	Q7KZI7-8	53-304	Uniprot/SWISSPROT	ENST00000513765.7	Q7KZI7.180
ENSG00000072518	ENST00000540169	ENSP00000437509	F5H6N2	20-111	Uniprot/SPTREMBL	ENST00000540169.5	F5H6N2.83
ENSG00000072518	ENST00000543220	ENSP00000444956	F5H4F6	20-161	Uniprot/SPTREMBL	ENST00000543220.5	F5H4F6.78
ENSG00000072518	ENST00000677688	ENSP00000503547	A0A7I2V3R3	20-271	Uniprot/SPTREMBL	ENST00000677688.1	A0A7I2V3R3.6
ENSG00000072518	ENST00000679216	ENSP00000504337	A0A7I2YQR3	53-304	Uniprot/SPTREMBL	ENST00000679216.1	A0A7I2YQR3.6
ENSG00000072786	ENST00000176763	ENSP00000176763	O94804	36-294	Uniprot/SWISSPROT	ENST00000176763.10	O94804.203
ENSG00000073803	ENST00000265026	ENSP00000265026	O43283-1	168-409	Uniprot/SWISSPROT	ENST00000265026.8	O43283.178
ENSG00000073803	ENST00000420577	ENSP00000415712	H7C459	1-154	Uniprot/SPTREMBL	ENST00000420577.1	H7C459.58
ENSG00000073803	ENST00000424227	ENSP00000399910	O43283-1	168-409	Uniprot/SWISSPROT	ENST00000424227.5	O43283.178
ENSG00000073803	ENST00000443863	ENSP00000409325	O43283-4	168-409	Uniprot/SWISSPROT	ENST00000443863.5	O43283.178
ENSG00000074590	ENST00000261402	ENSP00000261402	O60285-1	55-306	Uniprot/SWISSPROT	ENST00000261402.7	O60285.194
ENSG00000074590	ENST00000548902	ENSP00000448288	F8VSH4	1-152	Uniprot/SPTREMBL	ENST00000548902.1	F8VSH4.67
ENSG00000074966	ENST00000264316	ENSP00000264316	P42681	271-527	Uniprot/SWISSPROT	ENST00000264316.9	P42681.200
ENSG00000074966	ENST00000507351	ENSP00000423481	D6RA14	1-182	Uniprot/SPTREMBL	ENST00000507351.1	D6RA14.69
ENSG00000074966	ENST00000509681	ENSP00000424070	D6RBM7	1-48	Uniprot/SPTREMBL	ENST00000509681.1	D6RBM7.56
ENSG00000074966	ENST00000514937	ENSP00000422139	D6R9F2	1-82	Uniprot/SPTREMBL	ENST00000514937.5	D6R9F2.61
ENSG00000075413	ENST00000216288	ENSP00000216288	P27448-6	56-307	Uniprot/SWISSPROT	ENST00000216288.11	P27448.214
ENSG00000075413	ENST00000303622	ENSP00000303698	P27448-3	56-307	Uniprot/SWISSPROT	ENST00000303622.13	P27448.214
ENSG00000075413	ENST00000335102	ENSP00000335347	J3KNR0	56-330	Uniprot/SPTREMBL	ENST00000335102.9	J3KNR0.84
ENSG00000075413	ENST00000429436	ENSP00000411397	P27448-5	56-307	Uniprot/SWISSPROT	ENST00000429436.7	P27448.214
ENSG00000075413	ENST00000553942	ENSP00000450772	P27448-4	56-307	Uniprot/SWISSPROT	ENST00000553942.5	P27448.214
ENSG00000075413	ENST00000554627	ENSP00000450460	H0YIY6	1-75	Uniprot/SPTREMBL	ENST00000554627.5	H0YIY6.78
ENSG00000075413	ENST00000556744	ENSP00000451623	H0YJI9	56-307	Uniprot/SPTREMBL	ENST00000556744.2	H0YJI9.6
ENSG00000075413	ENST00000560417	ENSP00000454169	H0YNV4	56-307	Uniprot/SPTREMBL	ENST00000560417.6	H0YNV4.63
ENSG00000075413	ENST00000561314	ENSP00000452893	H0YKP9	1-201	Uniprot/SPTREMBL	ENST00000561314.6	H0YKP9.70
ENSG00000075413	ENST00000676564	ENSP00000504834	A0A7I2V3Q1	56-99	Uniprot/SPTREMBL	ENST00000676564.1	A0A7I2V3Q1.5
ENSG00000075413	ENST00000676645	ENSP00000504084	A0A7I2V549	56-307	Uniprot/SPTREMBL	ENST00000676645.1	A0A7I2V549.6
ENSG00000075413	ENST00000676694	ENSP00000503113	A0A7I2V3Q1	56-99	Uniprot/SPTREMBL	ENST00000676694.1	A0A7I2V3Q1.5
ENSG00000075413	ENST00000676830	ENSP00000503629	A0A7I2V3P5	56-307	Uniprot/SPTREMBL	ENST00000676830.1	A0A7I2V3P5.6
ENSG00000075413	ENST00000676838	ENSP00000504654	A0A7I2V3Q1	56-99	Uniprot/SPTREMBL	ENST00000676838.1	A0A7I2V3Q1.5
ENSG00000075413	ENST00000676897	ENSP00000503095	A0A7I2V2U9	56-307	Uniprot/SPTREMBL	ENST00000676897.1	A0A7I2V2U9.6
ENSG00000075413	ENST00000676905	ENSP00000503817	A0A7I2YQJ7	56-102	Uniprot/SPTREMBL	ENST00000676905.1	A0A7I2YQJ7.5
ENSG00000075413	ENST00000676938	ENSP00000503568	A0A7I2YQF7	56-307	Uniprot/SPTREMBL	ENST00000676938.1	A0A7I2YQF7.6
ENSG00000075413	ENST00000677035	ENSP00000503036	A0A7I2YQ91	56-113	Uniprot/SPTREMBL	ENST00000677035.1	A0A7I2YQ91.5
ENSG00000075413	ENST00000677051	ENSP00000504688	A0A7I2V2J6	56-115	Uniprot/SPTREMBL	ENST00000677051.1	A0A7I2V2J6.6
ENSG00000075413	ENST00000677104	ENSP00000503424	A0A7I2V3C6	56-307	Uniprot/SPTREMBL	ENST00000677104.1	A0A7I2V3C6.6
ENSG00000075413	ENST00000677118	ENSP00000502934	A0A7I2V2J6	56-115	Uniprot/SPTREMBL	ENST00000677118.1	A0A7I2V2J6.6
ENSG00000075413	ENST00000677133	ENSP00000503503	A0A7I2YQF4	56-307	Uniprot/SPTREMBL	ENST00000677133.1	A0A7I2YQF4.6
ENSG00000075413	ENST00000677228	ENSP00000504082	A0A7I2V4L1	56-307	Uniprot/SPTREMBL	ENST00000677228.1	A0A7I2V4L1.6
ENSG00000075413	ENST00000677347	ENSP00000503320	A0A7I2V3I9	1-245	Uniprot/SPTREMBL	ENST00000677347.1	A0A7I2V3I9.6
ENSG00000075413	ENST00000677360	ENSP00000504622	A0A7I2V639	1-243	Uniprot/SPTREMBL	ENST00000677360.1	A0A7I2V639.6
ENSG00000075413	ENST00000677404	ENSP00000504191	A0A7I2V4T2	56-307	Uniprot/SPTREMBL	ENST00000677404.1	A0A7I2V4T2.6
ENSG00000075413	ENST00000677432	ENSP00000502999	A0A7I2V2N8	56-289	Uniprot/SPTREMBL	ENST00000677432.1	A0A7I2V2N8.6
ENSG00000075413	ENST00000677560	ENSP00000504069	A0A7I2V4G7	1-201	Uniprot/SPTREMBL	ENST00000677560.1	A0A7I2V4G7.6
ENSG00000075413	ENST00000677829	ENSP00000503216	A0A7I2V3B9	1-243	Uniprot/SPTREMBL	ENST00000677829.1	A0A7I2V3B9.6
ENSG00000075413	ENST00000677857	ENSP00000503812	A0A7I2V483	56-111	Uniprot/SPTREMBL	ENST00000677857.1	A0A7I2V483.5
ENSG00000075413	ENST00000677942	ENSP00000504212	A0A7I2V2I9	56-307	Uniprot/SPTREMBL	ENST00000677942.1	A0A7I2V2I9.6
ENSG00000075413	ENST00000678022	ENSP00000503622	A0A7I2V3Q1	56-99	Uniprot/SPTREMBL	ENST00000678022.1	A0A7I2V3Q1.5
ENSG00000075413	ENST00000678169	ENSP00000504131	A0A7I2V3Q1	56-99	Uniprot/SPTREMBL	ENST00000678169.1	A0A7I2V3Q1.5
ENSG00000075413	ENST00000678175	ENSP00000504859	A0A7I2V602	56-307	Uniprot/SPTREMBL	ENST00000678175.1	A0A7I2V602.6
ENSG00000075413	ENST00000678179	ENSP00000503689	A0A7I2V409	56-307	Uniprot/SPTREMBL	ENST00000678179.1	A0A7I2V409.6
ENSG00000075413	ENST00000678207	ENSP00000503844	A0A7I2V3Q1	56-99	Uniprot/SPTREMBL	ENST00000678207.1	A0A7I2V3Q1.5
ENSG00000075413	ENST00000678237	ENSP00000502861	A0A7I2V2E3	1-176	Uniprot/SPTREMBL	ENST00000678237.1	A0A7I2V2E3.6
ENSG00000075413	ENST00000678278	ENSP00000503551	A0A7I2V3K2	56-285	Uniprot/SPTREMBL	ENST00000678278.1	A0A7I2V3K2.6
ENSG00000075413	ENST00000678302	ENSP00000503018	A0A7I2V5H7	56-157	Uniprot/SPTREMBL	ENST00000678302.1	A0A7I2V5H7.5
ENSG00000075413	ENST00000678343	ENSP00000502973	A0A7I2YQ84	56-108	Uniprot/SPTREMBL	ENST00000678343.1	A0A7I2YQ84.5
ENSG00000075413	ENST00000678423	ENSP00000504088	A0A7I2V4T5	56-100	Uniprot/SPTREMBL	ENST00000678423.1	A0A7I2V4T5.5
ENSG00000075413	ENST00000678619	ENSP00000504493	A0A7I2V5G3	1-243	Uniprot/SPTREMBL	ENST00000678619.1	A0A7I2V5G3.6
ENSG00000075413	ENST00000678897	ENSP00000504537	A0A7I2V5H7	56-157	Uniprot/SPTREMBL	ENST00000678897.1	A0A7I2V5H7.5
ENSG00000075413	ENST00000678999	ENSP00000502944	A0A7I2V2I9	56-307	Uniprot/SPTREMBL	ENST00000678999.1	A0A7I2V2I9.6
ENSG00000075413	ENST00000679330	ENSP00000503975	A0A7I2V4K8	56-307	Uniprot/SPTREMBL	ENST00000679330.1	A0A7I2V4K8.6
ENSG00000076984	ENST00000397979	ENSP00000381066	O14733-1	120-380	Uniprot/SWISSPROT	ENST00000397979.4	O14733.209
